timestamp,value
0,100.0
1,101.00333406113978
2,101.99654221829257
3,102.96960076068449
4,103.9126893326079
5,104.81629004296309
6,105.67128352224992
7,106.46904095757735
8,107.20151117685035
9,107.86130190325808
10,108.4417543600223
11,108.93701047247592
12,109.34207198925088
13,109.65285092590959
14,109.86621082192937
15,109.97999839466445
16,109.99306527082517
17,109.90527957615492
18,109.71752726633898
19,109.43170318571299
20,109.05069194400934
21,108.57833880413787
22,108.01941087480893
23,107.37954899965305
24,106.66521082838402
25,105.88360564454625
26,105.04262160758118
27,104.15074614350443
28,103.21698028763159
29,102.25074784382726
30,101.26180027706611
31,100.260118299154
32,99.25581114083138
33,98.25901452683094
34,97.27978838355092
35,96.32801531170476
36,95.41330084858676
37,94.54487652653275
38,93.73150670593442
39,92.98140012307245
40,92.30212704545019
41,91.70054287071773
42,91.18271894024515
43,90.75388126559255
44,90.41835778626455
45,90.17953469103777
46,90.03982224367763
47,90.00063045793982
48,90.06235486735082
49,90.22437253338241
50,90.48504833230666
51,90.84175145728278
52,91.29088196913273
53,91.82790712784816
54,92.44740713816213
55,93.14312984750917
56,93.9080538443482
57,94.73445932004388
58,95.6140059791499
59,96.53781721180407
60,97.49656967874554
61,98.48058740483945
62,99.47993943149301
63,100.48454004242978
64,101.48425055131827
65,102.46898162398764
66,103.428795102569
67,104.35400430392662
68,105.23527178014189
69,106.06370355442618
70,106.83093888140958
71,107.52923462592166
72,108.15154340869233
73,108.69158473030602
74,109.1439083556083
75,109.50394931887314
76,109.76807399460469
77,109.93361676901523
78,109.99890694208138
79,109.96328558867603
80,109.82711220860928
81,109.59176109846447
82,109.25960748184544
83,108.83400353801238
84,108.31924457083136
85,107.7205256594689
86,107.04388922832432
87,106.29616406533697
88,105.48489640411171
89,104.61827376539911
90,103.70504232654173
91,102.75441865281522
92,101.77599668149406
93,100.77965089738257
94,99.77543667698843
95,98.77348880709101
96,97.78391920188068
97,96.81671485093443
98,95.88163702796237
99,94.98812277753674
100,94.14518967402407
101,93.36134481391818
102,92.64449896004625
103,92.00188670412699
104,91.43999345342036
105,90.9644899783387
106,90.58017518158118
107,90.29092766638024
108,90.09966659264565
109,90.00832221605606
110,90.0178164074249
111,90.12805334894438
112,90.33792050120326
113,90.6452998312192
114,91.0470891881694
115,91.53923361109014
116,92.11676625258008
117,92.77385850549473
118,93.5038788267406
119,94.2994596645044
120,95.15257181347043
121,96.05460544761452
122,96.99645701277045
123,97.96862110202723
124,98.96128638672705
125,99.96443463490372
126,100.96794181784217
127,101.96168028436594
128,102.93562097168332
129,103.87993462125446
130,104.78509097818267
131,105.64195497298465
132,106.44187891504835
133,107.17678976733858
134,107.83927062155179
135,108.42263555145183
136,108.92099708894776
137,109.32932564192765
138,109.64350025418885
139,109.86035019518192
140,109.97768695983451
141,109.99432635550428
142,109.91010045315394
143,109.72585928213411
144,109.44346225146958
145,109.06575938422793
146,108.59656255435767
147,108.04060701628131
148,107.40350361549652
149,106.69168216248815
150,105.91232654143619
151,105.07330220861901
152,104.18307681221673
153,103.25063473463985
154,102.28538641984386
155,101.29707340072173
156,100.29566998506219
157,99.29128259228423
158,98.29404775686717
159,97.3140298278519
160,96.36111939685598
161,95.44493347969325
162,94.57471845899006
163,93.75925676732699
164,93.00677825268251
165,92.3248771207023
166,91.72043529203317
167,91.19955294821979
168,90.76748696711192
169,90.42859786910873
170,90.18630580967141
171,90.0430560622395
172,90.00029433990579
173,90.05845220491008
174,90.21694271320258
175,90.47416633803347
176,90.82752711278592
177,91.27345883013527
178,91.80746103312555
179,92.42414443493219
180,93.11728530892324
181,93.87988830010043
182,94.70425702401128
183,95.58207174062943
184,96.50447331929934
185,97.46215264734869
186,98.44544458003486
187,99.44442548365772
188,100.44901338740948
189,101.44906973320272
190,102.43450169659216
191,103.39536404614043
192,104.32195951323776
193,105.20493665941706
194,106.03538425346318
195,106.80492120583745
196,107.50578115277733
197,108.1308908364259
198,108.67394148995955
199,109.12945250727628
