timestamp_utc,timestamp_local,Open,High,Low,Close,total_volume,market_cap
2025-10-13 15:15:00+00:00,2025-10-13 11:15:00-04:00,,,,7.139716767942921,1332394571207.731,1283483392888.381
2025-10-13 15:20:00+00:00,2025-10-13 11:20:00-04:00,7.139716767942921,,,7.139487204537618,1320957127114.4924,1283511853649.6897
2025-10-13 15:25:00+00:00,2025-10-13 11:25:00-04:00,7.139487204537618,,,7.139630688633015,1317635022735.3176,1283511853649.6897
2025-10-13 15:30:00+00:00,2025-10-13 11:30:00-04:00,7.139716767942922,7.139716767942922,7.139487204537619,7.139497959990494,1306840524683.483,1283491648723.0134
2025-10-13 15:35:00+00:00,2025-10-13 11:35:00-04:00,7.139497959990493,,,7.1395316435132425,1300200085900.397,1283477656266.0642
2025-10-13 15:40:00+00:00,2025-10-13 11:40:00-04:00,7.1395316435132425,,,7.139437622235333,1289941938195.4087,1283527461578.4475
2025-10-13 15:45:00+00:00,2025-10-13 11:45:00-04:00,7.139437622235333,,,7.139491070845374,1282636453558.938,1283511382130.0205
2025-10-13 15:50:00+00:00,2025-10-13 11:50:00-04:00,7.139491070845374,,,7.139556537999349,1280349110939.5088,1283511382130.0205
2025-10-13 15:55:00+00:00,2025-10-13 11:55:00-04:00,7.139556537999349,,,7.1396476152575925,1278995307919.2578,1283479808791.4006
2025-10-13 16:00:00+00:00,2025-10-13 12:00:00-04:00,7.1395316435132425,7.139854077798383,7.1394376222353335,7.139854077798383,1275589689218.5842,1283535817497.538
2025-10-13 16:10:00+00:00,2025-10-13 12:10:00-04:00,7.139854077798382,,,7.139116336713774,1255497924112.733,1283566018893.6355
2025-10-13 16:15:00+00:00,2025-10-13 12:15:00-04:00,7.139116336713774,,,7.139530424849205,1250001101813.9888,1283417399010.265
2025-10-13 16:20:00+00:00,2025-10-13 12:20:00-04:00,7.139530424849205,,,7.139373333458403,1243235824971.4312,1283417399010.265
2025-10-13 16:25:00+00:00,2025-10-13 12:25:00-04:00,7.139373333458403,,,7.139737555045939,1237779586627.6992,1283486078587.5422
2025-10-13 16:30:00+00:00,2025-10-13 12:30:00-04:00,7.139116336713775,7.139834378618339,7.139116336713775,7.139834378618339,1237507781066.3943,1283557222224.2605
2025-10-13 16:35:00+00:00,2025-10-13 12:35:00-04:00,7.139834378618338,,,7.139747333821412,1236390692305.7776,1283609508709.0098
2025-10-13 16:40:00+00:00,2025-10-13 12:40:00-04:00,7.139747333821412,,,7.139479058205038,1232519297232.8408,1283506288039.6355
2025-10-13 16:45:00+00:00,2025-10-13 12:45:00-04:00,7.139479058205038,,,7.139565816561206,1231418954104.315,1283511299024.9355
2025-10-13 16:50:00+00:00,2025-10-13 12:50:00-04:00,7.139565816561206,,,7.139345962630444,1224617151361.965,1283509221251.725
2025-10-13 16:55:00+00:00,2025-10-13 12:55:00-04:00,7.139345962630444,,,7.13941790848329,1211938448400.2344,1283486025946.7017
2025-10-13 17:00:00+00:00,2025-10-13 13:00:00-04:00,7.139747333821412,7.139747333821412,7.139345962630444,7.139453503615082,1205903393371.2131,1283512664681.2014
2025-10-13 17:10:00+00:00,2025-10-13 13:10:00-04:00,7.139453503615081,,,7.139387789643989,1199180250693.513,1283435325438.2158
2025-10-13 17:15:00+00:00,2025-10-13 13:15:00-04:00,7.139387789643989,,,7.139509544837247,1197095717614.2476,1283435325438.2158
2025-10-13 17:20:00+00:00,2025-10-13 13:20:00-04:00,7.139509544837247,,,7.139755774135156,1191971381358.7798,1283584786332.6611
2025-10-13 17:25:00+00:00,2025-10-13 13:25:00-04:00,7.139755774135156,,,7.139851898002283,1187171326281.4165,1283604435487.8247
2025-10-13 17:30:00+00:00,2025-10-13 13:30:00-04:00,7.1393877896439895,7.139851898002283,7.1393877896439895,7.139422481803915,1185553045326.8547,1283494447689.591
2025-10-13 17:35:00+00:00,2025-10-13 13:35:00-04:00,7.139422481803914,,,7.139466810641335,1182807909025.085,1283502506624.508
2025-10-13 17:40:00+00:00,2025-10-13 13:40:00-04:00,7.139466810641335,,,7.13913921390871,1180963466889.1306,1283449981257.9482
2025-10-13 17:45:00+00:00,2025-10-13 13:45:00-04:00,7.13913921390871,,,7.139371655117408,1180331110503.7085,1283481915638.6572
2025-10-13 17:50:00+00:00,2025-10-13 13:50:00-04:00,7.139371655117408,,,7.13944479498766,1178267389948.9324,1283483803608.8147
2025-10-13 17:55:00+00:00,2025-10-13 13:55:00-04:00,7.13944479498766,,,7.13960012055706,1175712812064.6702,1283500187506.2622
2025-10-13 18:00:00+00:00,2025-10-13 14:00:00-04:00,7.139466810641336,7.139789216852963,7.13913921390871,7.139789216852963,1171351137283.5195,1283551707043.083
2025-10-13 18:05:00+00:00,2025-10-13 14:05:00-04:00,7.139789216852962,,,7.139662409137179,1176944475294.569,1283551292386.914
2025-10-13 18:10:00+00:00,2025-10-13 14:10:00-04:00,7.139662409137179,,,7.13972415063265,1177809029183.958,1283551292386.914
2025-10-13 18:15:00+00:00,2025-10-13 14:15:00-04:00,7.13972415063265,,,7.139502647348968,1178121074981.3896,1283551292386.914
2025-10-13 18:20:00+00:00,2025-10-13 14:20:00-04:00,7.139502647348968,,,7.139689201435165,1177937395190.9287,1283551292386.914
2025-10-13 18:25:00+00:00,2025-10-13 14:25:00-04:00,7.139689201435165,,,7.139868200638776,1178537670288.0945,1283566654549.1614
2025-10-13 18:30:00+00:00,2025-10-13 14:30:00-04:00,7.13966240913718,7.139868200638777,7.139502647348968,7.139725997453732,1182155151766.3174,1283551549836.37
2025-10-13 18:35:00+00:00,2025-10-13 14:35:00-04:00,7.139725997453732,,,7.139914741299117,1182966016869.0466,1283571917689.5698
2025-10-13 18:40:00+00:00,2025-10-13 14:40:00-04:00,7.139914741299117,,,7.139823092675203,1182352748885.5552,1283571917689.5698
2025-10-13 18:45:00+00:00,2025-10-13 14:45:00-04:00,7.139823092675203,,,7.13981114268607,1180417097749.0532,1283558023094.629
2025-10-13 18:50:00+00:00,2025-10-13 14:50:00-04:00,7.13981114268607,,,7.139792331291412,1180944075409.0977,1283573829861.3396
2025-10-13 18:55:00+00:00,2025-10-13 14:55:00-04:00,7.139792331291412,,,7.139669609397559,1179618062493.8765,1283559647577.2192
2025-10-13 19:00:00+00:00,2025-10-13 15:00:00-04:00,7.139914741299117,7.139914741299117,7.13966960939756,7.13979265408244,1178529278575.234,1283531043746.5776
2025-10-13 19:10:00+00:00,2025-10-13 15:10:00-04:00,7.139792654082439,,,7.139866570961782,2357807498092.8096,1283591467294.1548
2025-10-13 19:15:00+00:00,2025-10-13 15:15:00-04:00,7.139866570961782,,,7.13976429470695,1179490903153.3745,1283573113067.7903
2025-10-13 19:20:00+00:00,2025-10-13 15:20:00-04:00,7.13976429470695,,,7.13982472193829,1180305092157.12,1283573113067.7903
2025-10-13 19:25:00+00:00,2025-10-13 15:25:00-04:00,7.13982472193829,,,7.139807073712092,1182881904664.3496,1283567475178.0205
2025-10-13 19:30:00+00:00,2025-10-13 15:30:00-04:00,7.139947201835964,7.139947201835964,7.139693824460987,7.139693824460987,1185433902637.4338,1283560754273.74
2025-10-13 19:35:00+00:00,2025-10-13 15:35:00-04:00,7.139693824460986,,,7.139824768433371,1186336477141.8467,1283557740729.8008
2025-10-13 19:40:00+00:00,2025-10-13 15:40:00-04:00,7.139824768433371,,,7.139975796604696,1186820202012.385,1283571413299.0305
2025-10-13 19:45:00+00:00,2025-10-13 15:45:00-04:00,7.139975796604696,,,7.139926793251023,1186607905337.9436,1283567460592.7424
2025-10-13 19:50:00+00:00,2025-10-13 15:50:00-04:00,7.139926793251023,,,7.140035704759491,1189102334065.121,1283602785322.968
2025-10-13 19:55:00+00:00,2025-10-13 15:55:00-04:00,7.140035704759491,,,7.139387775055287,1190613838243.7295,1283602785322.968
2025-10-13 20:00:00+00:00,2025-10-13 16:00:00-04:00,7.139824768433372,7.1401279081667255,7.139387775055288,7.1401279081667255,1192970841039.3938,1283494927792.093
2025-10-13 20:10:00+00:00,2025-10-13 16:10:00-04:00,7.140127908166725,,,7.140184911539673,1190559484952.119,1283543092186.7576
2025-10-13 20:15:00+00:00,2025-10-13 16:15:00-04:00,7.140184911539673,,,7.140224579949661,1189364123503.4822,1283624275863.6116
2025-10-13 20:20:00+00:00,2025-10-13 16:20:00-04:00,7.140224579949661,,,7.139720395312379,1187752850233.8,1283643472163.4026
2025-10-13 20:25:00+00:00,2025-10-13 16:25:00-04:00,7.139720395312379,,,7.140106362064819,1185758548882.2026,1283560644632.4175
2025-10-13 20:30:00+00:00,2025-10-13 16:30:00-04:00,7.140184911539674,7.1402245799496615,7.13972039531238,7.140116794915274,1184439261179.8591,1283560644632.4175
2025-10-13 20:35:00+00:00,2025-10-13 16:35:00-04:00,7.140116794915273,,,7.140111501873172,1181642276634.2913,1283601709599.3557
2025-10-13 20:40:00+00:00,2025-10-13 16:40:00-04:00,7.140111501873172,,,7.140044076907872,1174484702331.8235,1283610999631.3662
2025-10-13 20:45:00+00:00,2025-10-13 16:45:00-04:00,7.140044076907872,,,7.140160820251161,1174315306070.2532,1283610999631.3662
2025-10-13 20:50:00+00:00,2025-10-13 16:50:00-04:00,7.140160820251161,,,7.140175875083235,1170351822782.1611,1283595978773.5842
2025-10-13 20:55:00+00:00,2025-10-13 16:55:00-04:00,7.140175875083235,,,7.140166420533569,1167484800110.4597,1283622917309.1775
2025-10-13 21:00:00+00:00,2025-10-13 17:00:00-04:00,7.1401115018731725,7.140175875083235,7.139948087183133,7.139948087183133,1163495081145.1692,1283641532458.852
2025-10-13 21:10:00+00:00,2025-10-13 17:10:00-04:00,7.139948087183133,,,7.13978453919384,2319033974898.5225,1283577656081.3726
2025-10-13 21:15:00+00:00,2025-10-13 17:15:00-04:00,7.13978453919384,,,7.1400560476935,1145000662838.1167,1283572971675.6133
2025-10-13 21:20:00+00:00,2025-10-13 17:20:00-04:00,7.1400560476935,,,7.14014486650439,1142328243557.711,1283607353937.4011
2025-10-13 21:25:00+00:00,2025-10-13 17:25:00-04:00,7.14014486650439,,,7.1399372644360986,1139610406826.7368,1283576051479.3235
2025-10-13 21:30:00+00:00,2025-10-13 17:30:00-04:00,7.1398486804783,7.140225328826308,7.13978453919384,7.140225328826308,1134453027872.8914,1283611429470.2031
2025-10-13 21:35:00+00:00,2025-10-13 17:35:00-04:00,7.140225328826307,,,7.140285284576841,1131203295468.6504,1283612848714.421
2025-10-13 21:40:00+00:00,2025-10-13 17:40:00-04:00,7.140285284576841,,,7.139584981575297,1125579516330.8037,1283649984352.4648
2025-10-13 21:45:00+00:00,2025-10-13 17:45:00-04:00,7.139584981575297,,,7.139418961805234,1123009899806.426,1283519222646.4065
2025-10-13 21:50:00+00:00,2025-10-13 17:50:00-04:00,7.139418961805234,,,7.139801053504695,1120897716778.7085,1283537971184.9956
